label,signature,size,depth,lugs,staveOption,hoopType,hardwareColor,scorchDepth,movement,spread,firstHit,firstHitScore,underTheHands,underTheHandsScore,fromTheBench,fromTheBenchScore,digest,attack,brightness,projection,sustain,warmth,sensitivity,control,attackDelta,brightnessDelta,projectionDelta,sustainDelta,warmthDelta,sensitivityDelta,controlDelta,playingSituation,feelReadText,highlightedCharacteristics
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Light Torch,14|6.5|8|16 - 10mm|Die-Cast|Chrome|Light Torch,14,6.5,8,16 - 10mm,Die-Cast,Chrome,Light Torch,1.47,0.55,Focused throw with clean shape,1.285,Rounded body with a clear start,1.493,Balanced Heritage center,1.5185,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:balanced-heritage-center,4.88,5.18,5.43,5.39,5.19,4.95,5.11,-0.12,0.18,0.43,0.39,0.19,-0.05,0.11,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Medium Torch,14|6.5|8|16 - 10mm|Die-Cast|Chrome|Medium Torch,14,6.5,8,16 - 10mm,Die-Cast,Chrome,Medium Torch,1.48,0.7,Focused throw with clean shape,1.235,Rounded body with a clear start,1.471,Shorter note with firm response,1.147,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:shorter-note-firm-response,5.06,5,5.32,5.13,5.27,4.71,5.41,0.06,0,0.32,0.13,0.27,-0.29,0.41,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Blackened,14|6.5|8|16 - 10mm|Die-Cast|Chrome|Blackened,14,6.5,8,16 - 10mm,Die-Cast,Chrome,Blackened,2.35,1.24,Focused throw with clean shape,1.381,Grounded body with directed carry,1.664,"Dark, contained shell shape",2.4545,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.24,4.82,5.21,4.87,5.35,4.47,5.71,0.24,-0.18,0.21,-0.13,0.35,-0.53,0.71,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Noticeably shifted away from the benchmark Heritage center; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Light Torch,14|6.5|8|16 - 10mm|Die-Cast|Black Nickel|Light Torch,14,6.5,8,16 - 10mm,Die-Cast,Black Nickel,Light Torch,1.47,0.55,Focused throw with clean shape,1.285,Rounded body with a clear start,1.493,Balanced Heritage center,1.5185,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:balanced-heritage-center,4.88,5.18,5.43,5.39,5.19,4.95,5.11,-0.12,0.18,0.43,0.39,0.19,-0.05,0.11,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Medium Torch,14|6.5|8|16 - 10mm|Die-Cast|Black Nickel|Medium Torch,14,6.5,8,16 - 10mm,Die-Cast,Black Nickel,Medium Torch,1.48,0.7,Focused throw with clean shape,1.235,Rounded body with a clear start,1.471,Shorter note with firm response,1.147,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:shorter-note-firm-response,5.06,5,5.32,5.13,5.27,4.71,5.41,0.06,0,0.32,0.13,0.27,-0.29,0.41,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Blackened,14|6.5|8|16 - 10mm|Die-Cast|Black Nickel|Blackened,14,6.5,8,16 - 10mm,Die-Cast,Black Nickel,Blackened,2.35,1.24,Focused throw with clean shape,1.381,Grounded body with directed carry,1.664,"Dark, contained shell shape",2.4545,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.24,4.82,5.21,4.87,5.35,4.47,5.71,0.24,-0.18,0.21,-0.13,0.35,-0.53,0.71,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Noticeably shifted away from the benchmark Heritage center; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Light Torch,14|6.5|8|16 - 10mm|Die-Cast|Brass/Gold|Light Torch,14,6.5,8,16 - 10mm,Die-Cast,Brass/Gold,Light Torch,1.47,0.55,Focused throw with clean shape,1.285,Rounded body with a clear start,1.493,Balanced Heritage center,1.5185,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:balanced-heritage-center,4.88,5.18,5.43,5.39,5.19,4.95,5.11,-0.12,0.18,0.43,0.39,0.19,-0.05,0.11,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Medium Torch,14|6.5|8|16 - 10mm|Die-Cast|Brass/Gold|Medium Torch,14,6.5,8,16 - 10mm,Die-Cast,Brass/Gold,Medium Torch,1.48,0.7,Focused throw with clean shape,1.235,Rounded body with a clear start,1.471,Shorter note with firm response,1.147,simple:focused-throw-clean-shape > shaped:rounded-body-clear-start > complex:shorter-note-firm-response,5.06,5,5.32,5.13,5.27,4.71,5.41,0.06,0,0.32,0.13,0.27,-0.29,0.41,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x6.5 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Blackened,14|6.5|8|16 - 10mm|Die-Cast|Brass/Gold|Blackened,14,6.5,8,16 - 10mm,Die-Cast,Brass/Gold,Blackened,2.35,1.24,Focused throw with clean shape,1.381,Grounded body with directed carry,1.664,"Dark, contained shell shape",2.4545,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.24,4.82,5.21,4.87,5.35,4.47,5.71,0.24,-0.18,0.21,-0.13,0.35,-0.53,0.71,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Noticeably shifted away from the benchmark Heritage center; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center; Die-Cast hoops add focus and containment.
14x6.5 • 10 lugs • 20 - 12mm • Triple Flange • Chrome • Light Torch,14|6.5|10|20 - 12mm|Triple Flange|Chrome|Light Torch,14,6.5,10,20 - 12mm,Triple Flange,Chrome,Light Torch,2.4,1.41,Focused throw with clean shape,2.339,Grounded body with directed carry,1.561,Shorter note with firm response,1.696,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.39,5.23,5.98,4.95,5,4.57,5.32,0.39,0.23,0.98,-0.05,0,-0.43,0.32,A shifted Heritage read with a noticeable personality move away from the reference center while still keeping the line’s shell-first character.,"A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Noticeably shifted away from the benchmark Heritage center; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 10 lugs • 20 - 12mm • Triple Flange • Chrome • Medium Torch,14|6.5|10|20 - 12mm|Triple Flange|Chrome|Medium Torch,14,6.5,10,20 - 12mm,Triple Flange,Chrome,Medium Torch,3.17,1.54,Focused throw with clean shape,2.409,Grounded body with directed carry,1.8025,Shorter note with firm response,2.3395,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.57,5.05,5.87,4.69,5.08,4.33,5.62,0.57,0.05,0.87,-0.31,0.08,-0.67,0.62,A shifted Heritage read with a noticeable personality move away from the reference center while still keeping the line’s shell-first character.,"A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell centered and composed.",Noticeably shifted away from the benchmark Heritage center; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 10 lugs • 20 - 12mm • Triple Flange • Chrome • Blackened,14|6.5|10|20 - 12mm|Triple Flange|Chrome|Blackened,14,6.5,10,20 - 12mm,Triple Flange,Chrome,Blackened,4.2,1.83,Focused throw with clean shape,2.555,Grounded body with directed carry,2.044,Shorter note with firm response,3.154,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.75,4.87,5.76,4.43,5.16,4.09,5.92,0.75,-0.13,0.76,-0.57,0.16,-0.91,0.92,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Noticeably shifted away from the benchmark Heritage center; a quicker, drier bite with a more defined front edge; stronger outward throw; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center."
14x6.5 • 10 lugs • 20 - 12mm • Triple Flange • Black Nickel • Light Torch,14|6.5|10|20 - 12mm|Triple Flange|Black Nickel|Light Torch,14,6.5,10,20 - 12mm,Triple Flange,Black Nickel,Light Torch,2.4,1.41,Focused throw with clean shape,2.339,Grounded body with directed carry,1.561,Shorter note with firm response,1.696,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.39,5.23,5.98,4.95,5,4.57,5.32,0.39,0.23,0.98,-0.05,0,-0.43,0.32,A shifted Heritage read with a noticeable personality move away from the reference center while still keeping the line’s shell-first character.,"A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Noticeably shifted away from the benchmark Heritage center; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 10 lugs • 20 - 12mm • Triple Flange • Black Nickel • Medium Torch,14|6.5|10|20 - 12mm|Triple Flange|Black Nickel|Medium Torch,14,6.5,10,20 - 12mm,Triple Flange,Black Nickel,Medium Torch,3.17,1.54,Focused throw with clean shape,2.409,Grounded body with directed carry,1.8025,Shorter note with firm response,2.3395,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.57,5.05,5.87,4.69,5.08,4.33,5.62,0.57,0.05,0.87,-0.31,0.08,-0.67,0.62,A shifted Heritage read with a noticeable personality move away from the reference center while still keeping the line’s shell-first character.,"A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell centered and composed.",Noticeably shifted away from the benchmark Heritage center; stronger outward throw; Triple Flange hoops preserve more of the line’s native openness.
14x6.5 • 10 lugs • 20 - 12mm • Triple Flange • Black Nickel • Blackened,14|6.5|10|20 - 12mm|Triple Flange|Black Nickel|Blackened,14,6.5,10,20 - 12mm,Triple Flange,Black Nickel,Blackened,4.2,1.83,Focused throw with clean shape,2.555,Grounded body with directed carry,2.044,Shorter note with firm response,3.154,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.75,4.87,5.76,4.43,5.16,4.09,5.92,0.75,-0.13,0.76,-0.57,0.16,-0.91,0.92,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Noticeably shifted away from the benchmark Heritage center; a quicker, drier bite with a more defined front edge; stronger outward throw; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center."
